Date,Open,High,Low,Close,Adj Close,Volume,RSI
2024-01-12,0.602096,0.603206,0.561413,0.570299,0.570299,1716194372,37.81845709173491
2024-01-13,0.570171,0.577452,0.565227,0.575078,0.575078,718059698,39.428354416644815
2024-01-14,0.575071,0.592092,0.572338,0.576233,0.576233,841667731,41.016440924999316
2024-01-15,0.576155,0.58846,0.569582,0.57592,0.57592,993534380,36.50067294751008
2024-01-16,0.575867,0.579641,0.567648,0.575947,0.575947,924543394,37.38860135362753
2024-01-17,0.575903,0.576063,0.563292,0.567973,0.567973,901923640,45.46673370202781
2024-01-18,0.567981,0.568357,0.546129,0.551907,0.551907,1057710374,39.41316045683237
2024-01-19,0.55187,0.552995,0.523937,0.544256,0.544256,1330077736,40.37565695174388
2024-01-20,0.544244,0.554386,0.539338,0.553126,0.553126,725888847,45.42997338656021
2024-01-21,0.553145,0.55477,0.546111,0.546111,0.546111,494271879,48.22487072770841
2024-01-22,0.546216,0.548638,0.521917,0.526716,0.526716,1151736625,33.13262139887874
2024-01-23,0.526726,0.531025,0.497545,0.517737,0.517737,1414753278,33.64485356096385
2024-01-24,0.517753,0.518867,0.511177,0.517988,0.517988,880367820,14.769241344939346
2024-01-25,0.517982,0.517982,0.50437,0.513606,0.513606,825132968,12.711014470767722
2024-01-26,0.513582,0.535225,0.508955,0.532189,0.532189,1021918092,31.928110773899874
2024-01-27,0.53219,0.534319,0.52708,0.53026,0.53026,471931644,28.156740423043203
2024-01-28,0.530275,0.535054,0.52183,0.524094,0.524094,523517403,25.77206531537813
2024-01-29,0.524088,0.539577,0.520635,0.53509,0.53509,901992026,32.74069189408543
2024-01-30,0.535133,0.538704,0.508638,0.510698,0.510698,1673319214,27.129527721890824
2024-01-31,0.510681,0.513754,0.494542,0.503193,0.503193,1339066820,27.219018146012132
2024-02-01,0.503176,0.510099,0.490347,0.505859,0.505859,1004296109,32.121447429725094
2024-02-02,0.50586,0.513274,0.499173,0.510412,0.510412,927836205,36.5358603459525
2024-02-03,0.510398,0.52574,0.506031,0.518939,0.518939,861729960,36.36218575223995
2024-02-04,0.518884,0.518971,0.502103,0.503288,0.503288,538479551,34.01828699384214
2024-02-05,0.503244,0.51289,0.498233,0.506244,0.506244,831962506,41.29117887285602
2024-02-06,0.506237,0.510443,0.49891,0.505153,0.505153,767495086,44.26163723916533
2024-02-07,0.505142,0.514524,0.499443,0.513789,0.513789,895523747,48.22126015605808
2024-02-08,0.51378,0.51848,0.510284,0.514529,0.514529,902244431,50.403440830135246
2024-02-09,0.514516,0.528078,0.514202,0.526031,0.526031,1032596975,47.130742708042135
2024-02-10,0.526032,0.528188,0.51945,0.524112,0.524112,578419105,47.13513513513517
2024-02-11,0.524093,0.535335,0.522091,0.526084,0.526084,715511550,50.96502628363045
2024-02-12,0.526102,0.536981,0.514893,0.531897,0.531897,1028191903,48.36963736813619
2024-02-13,0.531887,0.533538,0.516313,0.524835,0.524835,1023754839,58.77061283238
2024-02-14,0.524818,0.541882,0.520974,0.538401,0.538401,1156449389,70.31527684815471
2024-02-15,0.538396,0.573848,0.538396,0.562755,0.562755,1877470522,76.25759170035627
2024-02-16,0.562781,0.57846,0.555235,0.56496,0.56496,1505352932,75.73164518746343
2024-02-17,0.56496,0.565612,0.541114,0.549886,0.549886,911234746,63.74921139851251
2024-02-18,0.549885,0.562196,0.547986,0.556903,0.556903,689299497,75.79951302607141
2024-02-19,0.556921,0.5673,0.555083,0.562597,0.562597,1108245167,76.42083548220732
2024-02-20,0.56259,0.574464,0.546572,0.562922,0.562922,1777533547,77.28066944342132
2024-02-21,0.562879,0.562879,0.534423,0.549004,0.549004,1336498049,65.83963800253687
2024-02-22,0.549002,0.550962,0.5378,0.540914,0.540914,1169167859,61.13187805351403
2024-02-23,0.540873,0.543294,0.52671,0.534534,0.534534,1098846027,53.74948187213925
2024-02-24,0.534536,0.547707,0.531911,0.545118,0.545118,706533507,58.60520753109279
2024-02-25,0.545114,0.5484,0.542346,0.542425,0.542425,702442509,56.65485644471597
2024-02-26,0.542436,0.552444,0.529233,0.551405,0.551405,1154518101,57.74483492401267
2024-02-27,0.551405,0.596065,0.54817,0.586258,0.586258,2360919082,69.97716820721638
2024-02-28,0.586252,0.605205,0.543688,0.575811,0.575811,3080912384,62.41916422112153
2024-02-29,0.575784,0.624383,0.569154,0.586325,0.586325,3647028817,58.61640370245806
2024-03-01,0.586243,0.603188,0.584006,0.60189,0.60189,1739419651,62.29901288182557
2024-03-02,0.601917,0.649514,0.600777,0.644851,0.644851,2956033334,76.67241505215677
2024-03-03,0.644846,0.644846,0.60247,0.627072,0.627072,2060336711,68.5845653475154
2024-03-04,0.627168,0.664181,0.621605,0.650133,0.650133,3629204334,71.23114237205917
2024-03-05,0.649815,0.66851,0.550235,0.592901,0.592901,5014326043,55.69819468784332
2024-03-06,0.59288,0.622897,0.576444,0.612253,0.612253,2755184860,61.77860710414875
2024-03-07,0.612266,0.639719,0.60837,0.628624,0.628624,2529220366,65.84517219949996
2024-03-08,0.628608,0.634283,0.604844,0.621955,0.621955,2164877115,65.77648965390296
2024-03-09,0.621954,0.633323,0.618734,0.621805,0.621805,1571098762,64.38095166656043
2024-03-10,0.621805,0.628317,0.598536,0.608432,0.608432,1510773123,61.9014305444868
2024-03-11,0.608416,0.742126,0.593283,0.718036,0.718036,6790039283,72.04516168295271
2024-03-12,0.718036,0.730549,0.665949,0.688209,0.688209,4163275980,63.669835480886555
2024-03-13,0.688212,0.702093,0.672702,0.69095,0.69095,2398788495,65.7638712044666
2024-03-14,0.690955,0.704807,0.643818,0.669967,0.669967,3428582152,61.13243608718337
2024-03-15,0.669961,0.674156,0.602588,0.633737,0.633737,3656774483,54.017707331965795
2024-03-16,0.633732,0.643149,0.594735,0.60306,0.60306,2237388470,44.55915781579956
2024-03-17,0.60306,0.62436,0.589598,0.619232,0.619232,1826991062,48.9750079750655
2024-03-18,0.619232,0.664227,0.595758,0.647565,0.647565,2767146303,49.66882805366843
2024-03-19,0.647566,0.647566,0.572941,0.584441,0.584441,3571952543,48.925321260346635
2024-03-20,0.584441,0.618566,0.570874,0.612162,0.612162,2741181693,49.98868088811493
2024-03-21,0.612168,0.653521,0.599408,0.640691,0.640691,2809003717,51.45689911212099
2024-03-22,0.640695,0.644345,0.600405,0.610949,0.610949,2053036282,48.7413255993742
2024-03-23,0.610948,0.632407,0.60578,0.617596,0.617596,1160450696,49.52569624275698
2024-03-24,0.617608,0.635601,0.614912,0.63295,0.63295,1230486578,52.75060356665261
2024-03-25,0.632953,0.659296,0.627339,0.641034,0.641034,2044948880,38.81318208760939
2024-03-26,0.641034,0.652814,0.627026,0.632253,0.632253,1799059517,41.341243756150995
2024-03-27,0.632253,0.634468,0.608322,0.611964,0.611964,1989187555,38.40712017048956
2024-03-28,0.611949,0.636447,0.604837,0.624554,0.624554,1783253508,43.16631203859479
2024-03-29,0.62457,0.643995,0.61047,0.63075,0.63075,1874392966,49.50585463821678
2024-03-30,0.630753,0.636456,0.618905,0.621836,0.621836,1042947263,53.3471669590268
2024-03-31,0.621836,0.629763,0.621214,0.629225,0.629225,756039151,51.83902419274696
2024-04-01,0.629225,0.632036,0.5973,0.611258,0.611258,1772433656,43.05333930286577
2024-04-02,0.611258,0.617738,0.580485,0.585466,0.585466,2172750437,50.22879974999444
2024-04-03,0.585461,0.592831,0.568095,0.574917,0.574917,1649286699,40.995924051000145
2024-04-04,0.574892,0.61378,0.56357,0.593656,0.593656,2190487090,38.064182142077726
2024-04-05,0.593656,0.593698,0.570316,0.587523,0.587523,1534570775,43.24603284435835
2024-04-06,0.587523,0.598191,0.586294,0.59334,0.59334,871610029,42.97310451116491
2024-04-07,0.593341,0.601742,0.590472,0.594834,0.594834,924956309,37.993750551236644
2024-04-08,0.594835,0.626039,0.589103,0.61549,0.61549,2016910258,42.54433586681143
2024-04-09,0.61549,0.641258,0.602452,0.613817,0.613817,2423935496,44.38604611505621
2024-04-10,0.613826,0.619697,0.598688,0.617561,0.617561,2345474173,51.89532214042385
2024-04-11,0.617559,0.620889,0.603658,0.60888,0.60888,1218887360,44.54794634906497
2024-04-12,0.60888,0.615305,0.518316,0.548414,0.548414,2872824835,29.20955083983958
2024-04-13,0.548412,0.548838,0.433634,0.480819,0.480819,3957442555,22.532188005220192
2024-04-14,0.480819,0.507459,0.466818,0.504258,0.504258,2824792033,27.090872426625594
2024-04-15,0.50425,0.519065,0.483486,0.497731,0.497731,2356318423,28.27691777807543
2024-04-16,0.497729,0.50099,0.479265,0.496695,0.496695,1913160798,31.236234353136126
2024-04-17,0.496699,0.50658,0.474798,0.494841,0.494841,1791966493,32.42822158048574
2024-04-18,0.49484,0.504754,0.486951,0.502983,0.502983,1420648263,29.132317946027058
2024-04-19,0.502983,0.510698,0.469007,0.503786,0.503786,2145715371,30.24390474078338
2024-04-20,0.503786,0.529886,0.499478,0.529293,0.529293,1237297114,36.17394232720398
2024-04-21,0.529292,0.53661,0.520443,0.52468,0.52468,896875433,35.05682980028631
2024-04-22,0.524676,0.56913,0.523283,0.556833,0.556833,1671344072,38.0891269651103
2024-04-23,0.556829,0.557187,0.543006,0.545159,0.545159,1351313210,36.60248054512673
2024-04-24,0.545155,0.55162,0.522069,0.527404,0.527404,1534036870,33.31939536346647
2024-04-25,0.527408,0.532256,0.514169,0.525512,0.525512,1286617507,34.17800315802259
2024-04-26,0.525514,0.535511,0.516151,0.526112,0.526112,1158982887,44.52281546244906
2024-04-27,0.526111,0.526211,0.510423,0.517775,0.517775,753955067,62.80242773605297
2024-04-28,0.517775,0.524626,0.509455,0.510377,0.510377,580872466,52.38481265248536
2024-04-29,0.510375,0.517128,0.499647,0.515432,0.515432,1143210748,56.97884386408977
2024-04-30,0.515434,0.51923,0.490493,0.500065,0.500065,1347490379,51.19376549769748
2024-05-01,0.500062,0.520168,0.480208,0.517,0.517,1720060134,57.09174235587048
2024-05-02,0.516997,0.524335,0.506693,0.518329,0.518329,1118497654,55.135258134896745
2024-05-03,0.518329,0.536513,0.515194,0.531894,0.531894,1138445190,58.665680108521386
2024-05-04,0.531893,0.540141,0.528089,0.530405,0.530405,686389982,50.402426137432876
2024-05-05,0.530405,0.533186,0.524791,0.529784,0.529784,535784827,51.90206454498024
2024-05-06,0.529789,0.568881,0.52661,0.540547,0.540547,1774389100,42.77974818230182
2024-05-07,0.540548,0.543842,0.522961,0.524744,0.524744,1132990207,41.26885013129871
2024-05-08,0.524744,0.52906,0.515715,0.51723,0.51723,1122168971,45.230997112536095
2024-05-09,0.517224,0.52327,0.509925,0.521029,0.521029,978009518,47.93552843656458
2024-05-10,0.521031,0.521059,0.498796,0.502338,0.502338,1100350623,40.615476923562724
2024-05-11,0.502338,0.507303,0.50113,0.505975,0.505975,447992708,45.162586294541086
2024-05-12,0.505976,0.508588,0.497447,0.499475,0.499475,397026846,45.49757161264745
2024-05-13,0.499475,0.511674,0.487919,0.504902,0.504902,991525778,45.66452569169958
2024-05-14,0.504902,0.511356,0.497828,0.499887,0.499887,1077455413,49.91988333573385
2024-05-15,0.499889,0.519621,0.49745,0.519004,0.519004,1118098628,50.8846119890527
2024-05-16,0.519012,0.521331,0.513104,0.515698,0.515698,1152212983,48.858538617057256
2024-05-17,0.515699,0.52887,0.513998,0.523804,0.523804,1015239692,46.31562648012536
2024-05-18,0.523804,0.525628,0.51952,0.52139,0.52139,496850725,45.92866239736978
2024-05-19,0.521391,0.523537,0.507457,0.509661,0.509661,562911149,41.740750773676126
2024-05-20,0.509661,0.537333,0.507496,0.537333,0.537333,1401702874,48.84163483024578
2024-05-21,0.537327,0.556118,0.53223,0.536983,0.536983,1977024521,54.96402410830894
2024-05-22,0.536983,0.537688,0.523692,0.52651,0.52651,1205640257,53.67565512215219
2024-05-23,0.52651,0.539207,0.509391,0.528286,0.528286,2188558788,52.92119182372218
2024-05-24,0.528286,0.53673,0.517872,0.535753,0.535753,1232280845,64.78683765676311
2024-05-25,0.535749,0.542319,0.533508,0.541809,0.541809,652679509,65.52492028282273
2024-05-26,0.541808,0.541835,0.526602,0.528211,0.528211,579619779,61.728405139340126
2024-05-27,0.528211,0.53993,0.523769,0.533772,0.533772,1013292526,61.770221787345115
2024-05-28,0.533772,0.534572,0.521592,0.528235,0.528235,1141481357,61.508419804809925
2024-05-29,0.528234,0.532094,0.520096,0.523248,0.523248,1184420624,51.94621762418374
2024-05-30,0.523249,0.527337,0.513637,0.518861,0.518861,1329469469,51.43625185037191
2024-05-31,0.518861,0.524082,0.512682,0.5178,0.5178,1220311836,47.087359801296216
2024-06-01,0.5178,0.521261,0.517507,0.518313,0.518313,559721132,48.479247185347
2024-06-02,0.518313,0.519414,0.509287,0.513482,0.513482,738754247,52.02664714805501
2024-06-03,0.513476,0.522483,0.513034,0.5201,0.5201,1098641926,38.2312367684218
2024-06-04,0.5201,0.530039,0.518519,0.525765,0.525765,1165207605,42.85750668534321
2024-06-05,0.525765,0.530664,0.524651,0.525711,0.525711,1154026310,49.41345744446566
2024-06-06,0.525706,0.527604,0.517547,0.521578,0.521578,1194300808,45.24039280240674
2024-06-07,0.521576,0.527467,0.463601,0.498951,0.498951,2462659926,28.510533937497073
2024-06-08,0.498946,0.500502,0.491344,0.493145,0.493145,825177679,21.500855021199897
2024-06-09,0.493137,0.499029,0.4918,0.498583,0.498583,635952948,30.81535393302083
2024-06-10,0.498602,0.505166,0.494092,0.496628,0.496628,1117710952,24.77041786665218
2024-06-11,0.496627,0.496648,0.472648,0.48032,0.48032,1517249424,21.608617849566883
2024-06-12,0.480303,0.497532,0.475139,0.49154,0.49154,1255729794,32.504193519908156
2024-06-13,0.491558,0.491558,0.476326,0.477005,0.477005,1048059804,29.23067762296057
2024-06-14,0.476979,0.480752,0.464685,0.474275,0.474275,1220484176,28.754405318598472
2024-06-15,0.474274,0.503859,0.474227,0.490691,0.490691,770448137,38.32899540292048
2024-06-16,0.490695,0.498627,0.488062,0.488832,0.488832,692035447,39.31642453451683
2024-06-17,0.488814,0.519142,0.484668,0.50516,0.50516,2028523218,44.027535698866295
2024-06-18,0.505049,0.507803,0.477283,0.490948,0.490948,2024283447,36.97173348500609
2024-06-19,0.490946,0.499169,0.487991,0.493241,0.493241,1001252678,38.05019873399085
2024-06-20,0.493241,0.501286,0.488716,0.488716,0.488716,1106889108,37.94072747555999
2024-06-21,0.488712,0.494884,0.480028,0.488956,0.488956,1131886818,45.611030606419895
2024-06-22,0.488946,0.489342,0.484242,0.486621,0.486621,455648980,47.045129264271615
2024-06-23,0.486594,0.488848,0.478104,0.479489,0.479489,500633866,41.48258511169795
2024-06-24,0.479499,0.481298,0.463597,0.474143,0.474143,1322556294,40.264463668718975
2024-06-25,0.474115,0.479546,0.473038,0.475685,0.475685,856021183,47.69890679455482
2024-06-26,0.475691,0.477817,0.46621,0.4696,0.4696,886063357,38.52246332838106
2024-06-27,0.469567,0.476453,0.465692,0.474655,0.474655,840598295,48.63527608074519
